1000	0.236796
2000	1.08539
3000	2.05506
4000	3.85893
5000	5.94503
6000	8.2027
7000	11.0124
8000	14.4518
9000	18.3081
10000	22.5511
11000	27.2799
12000	33.0072
13000	38.088
14000	44.1586
15000	50.6827
16000	58.6421
17000	82.4228
18000	75.3837
19000	81.554
20000	90.8163
21000	99.871
22000	109.802
23000	119.769
24000	130.529
25000	141.945
26000	152.61
27000	164.701
28000	176.369
29000	198.63
30000	202.866
