
100 0
150 0.01
200 0.02
250 0.03
300 0.04
350 0.08
400 0.1
450 0.14
500 0.2
550 0.26
600 0.32
650 0.42
700 0.51
750 0.64
800 0.79
850 0.95
900 1.28
950 1.58
1000 1.9
1050 2.19
1100 2.52
1150 2.9
1200 3.38
1250 3.65
1300 4.1
1350 4.53
1400 5.04
1450 5.6
1500 6.15
1550 6.77
1600 7.39
1650 8.14
1700 8.8
1750 9.57
1800 10.39
1850 11.24
1900 12.13
1950 13.07
2000 14.09
2050 15.13
2100 16.26
2150 17.36
2200 18.57
2250 19.89
2300 20.91
2350 22.49
2400 23.96
2450 25.44
