1000	0.000160207
2000	0.000391972
3000	0.000671014
4000	0.000789439
5000	0.00103305
6000	0.000946087
7000	0.000972073
8000	0.00115533
9000	0.00123021
10000	0.00125683
11000	0.0014263
12000	0.00163923
13000	0.00152397
14000	0.0016616
15000	0.00184074
16000	0.0033187
17000	0.00360712
18000	0.00211597
19000	0.00228484
20000	0.00242274
21000	0.00271153
22000	0.0035679
23000	0.0054465
24000	0.00490295
25000	0.00230293
26000	0.00513691
27000	0.00211546
28000	0.00549614
29000	0.00231032
30000	0.00547337
31000	0.00320499
32000	0.00524964
33000	0.00273903
34000	0.00736225
35000	0.00302218
36000	0.00559118
37000	0.0049115
38000	0.00897527
39000	0.00491191
40000	0.00871179
41000	0.00375363
42000	0.00573394
43000	0.00588839
44000	0.00567407
45000	0.00609346
46000	0.00625056
47000	0.00628693
48000	0.0066467
49000	0.00672504
50000	0.0067456
51000	0.00639481
52000	0.00639711
53000	0.00636191
54000	0.00835094
55000	0.00825398
56000	0.00485352
57000	0.00710545
58000	0.0070955
59000	0.00772749
60000	0.00972585
61000	0.00545149
62000	0.00792095
63000	0.00787285
64000	0.0080629
65000	0.00796297
66000	0.00918895
67000	0.0087979
68000	0.00614429
69000	0.011465
70000	0.00893282
71000	0.00625879
72000	0.0098244
73000	0.00938754
74000	0.0128581
75000	0.00684251
76000	0.00719798
77000	0.00989137
78000	0.0154591
79000	0.0164962
80000	0.0120512
81000	0.00752384
82000	0.00810747
83000	0.0112661
84000	0.0113339
85000	0.0115892
86000	0.0117131
87000	0.00851443
88000	0.00843193
89000	0.00863068
90000	0.0106994
91000	0.011771
92000	0.0122238
93000	0.0128904
94000	0.0100977
95000	0.0109127
96000	0.0111199
97000	0.0133593
98000	0.016363
99000	0.017722
